head_label,tail_label,head_name,tail_name
AB16183,BA6410,上身,下身
AB16183,BA6596,上身,下身
AB16183,BA6660,上身,下身
AB16183,DA9121,上身,下身
AB16183,CA2426,上身,下身
AB16183,CA2500,上身,下身
AB16183,DA9060,上身,下身
AB16183,BA6391,上身,下身
AB16183,DA8908,上身,下身
AB16183,BA6404,上身,下身
AB17035,BA6706,上身,下身
AB17035,DA9138,上身,下身
AB17035,BA6624,上身,下身
AB17035,BA6724,上身,下身
AB17035,BA6614,上身,下身
AB17035,DA9193,上身,下身
AB17035,BA6623,上身,下身
AB17035,CA2586,上身,下身
AB17035,CA2417,上身,下身
AB17035,DA8752,上身,下身
AB17035,CA2388,上身,下身
AB17035,BA6314,上身,下身
AB17035,CA2369,上身,下身
AB17035,CA2366,上身,下身
AB17035,BA6332,上身,下身
AB17035,CA2599,上身,下身
AB17035,CA2410,上身,下身
AB17035,CA2400,上身,下身
AB17035,BA6294,上身,下身
AB17035,BA6356,上身,下身
AB15460,BA2370,上身,下身
AB15460,CA2393,上身,下身
AB15460,BA6605,上身,下身
AB15460,BA6664,上身,下身
AB15460,DA8544,上身,下身
AB15460,BA6606,上身,下身
AB15460,DA9263,上身,下身
AB15460,DA8836,上身,下身
AB15460,BA6375,上身,下身
AB15460,BA6736,上身,下身
AB15460,CA2576,上身,下身
AB15460,DA9154,上身,下身
AB15460,BA6645,上身,下身
AB15460,BA6615,上身,下身
AB15460,DA8801,上身,下身
AB15460,DA9283,上身,下身
AB15460,CA2376,上身,下身
AB15460,BA6643,上身,下身
AB15460,DA9253,上身,下身
AB15460,BA6675,上身,下身
AB9474,CA2526,上身,下身
AB9474,DA9131,上身,下身
AB9474,BA6435,上身,下身
AB9474,CA2469,上身,下身
AB9474,CA2528,上身,下身
AB9474,BA6434,上身,下身
AB9474,BA6511,上身,下身
AB9474,DA8946,上身,下身
AB9474,BA6580,上身,下身
AB9474,BA6496,上身,下身
AB9474,BA6532,上身,下身
AB9474,BA6444,上身,下身
AB9474,BA6519,上身,下身
AB9474,DA9151,上身,下身
AB9474,DA9026,上身,下身
AB9474,BA6443,上身,下身
AB9474,BA6432,上身,下身
AB9474,DA9093,上身,下身
AB9474,BA6588,上身,下身
AB9474,BA6520,上身,下身
AB12328,CA1584,上身,下身
AB12328,CA2325,上身,下身
AB12328,BA4850,上身,下身
AB12328,CA2043,上身,下身
AB12328,BA6527,上身,下身
AB12328,DA9133,上身,下身
AB12328,CA2430,上身,下身
AB12328,BA2694,上身,下身
AB12328,DA8974,上身,下身
AB12328,CA2491,上身,下身
AB12328,BA6689,上身,下身
AB12328,BA2730,上身,下身
AB12328,CA2431,上身,下身
AB12328,DA9194,上身,下身
AB12328,DA9159,上身,下身
AB12328,BA6423,上身,下身
AB12328,BA6396,上身,下身
AB12328,BA6441,上身,下身
AB12328,BA6517,上身,下身
AB12328,CA2535,上身,下身
AB16402,BA6443,上身,下身
AB16402,CA2527,上身,下身
AB16402,BA6432,上身,下身
AB16402,BA6588,上身,下身
AB16402,DA8946,上身,下身
AB16402,BA6558,上身,下身
AB16402,BA6580,上身,下身
AB16402,DA9151,上身,下身
AB16402,CA2469,上身,下身
AB16402,BA6440,上身,下身
AB16402,BA3759,上身,下身
AB16402,DA9059,上身,下身
AB16402,CA2528,上身,下身
AB16402,DA9131,上身,下身
AB16402,BA6590,上身,下身
AB16402,BA6519,上身,下身
AB16402,BA6444,上身,下身
AB16402,DA9093,上身,下身
AB16402,BA6450,上身,下身
AB16402,BA6511,上身,下身
EA3340,BA6262,上身,下身
EA3340,BA6649,上身,下身
EA3340,BA6716,上身,下身
