head_label,tail_label,head_name,tail_name
AB15664,DA8935,上身,下身
AB15664,BA6463,上身,下身
AB15664,BA6668,上身,下身
AB15664,BA6696,上身,下身
AB15664,BA4858,上身,下身
AB15664,DA9098,上身,下身
AB15664,BA4802,上身,下身
AB15664,BA6450,上身,下身
AB15664,CA1040,上身,下身
AB15664,BA6438,上身,下身
AB14641,CA1040,上身,下身
AB14641,BA6696,上身,下身
AB14641,CA2364,上身,下身
AB14641,BA6450,上身,下身
AB14641,BA5175,上身,下身
AB14641,BA5595,上身,下身
AB14641,BA5739,上身,下身
AB14641,BA5377,上身,下身
AB14641,BA4914,上身,下身
AB14641,BA6425,上身,下身
AB13409,BA5665,上身,下身
AB13409,BA6534,上身,下身
AB13409,BA2370,上身,下身
AB13409,BA3327,上身,下身
AB13409,BA5606,上身,下身
AB13409,BA6643,上身,下身
AB13409,BA4065,上身,下身
AB13409,BA4793,上身,下身
AB13409,BA5223,上身,下身
AB13409,BA2626,上身,下身
AB16194,CA1674,上身,下身
AB16194,CA2578,上身,下身
AB16194,BA6160,上身,下身
AB16194,DA9094,上身,下身
AB16194,BA5281,上身,下身
AB16194,CA1977,上身,下身
AB16194,CA1809,上身,下身
AB16194,CA2067,上身,下身
AB16194,CA2309,上身,下身
AB16194,CA1980,上身,下身
AB16151,BA6088,上身,下身
AB16151,CA2148,上身,下身
AB16151,DA8715,上身,下身
AB16151,BH0131,上身,下身
AB16151,CA2370,上身,下身
AB16151,BA5161,上身,下身
AB16151,CA1236,上身,下身
AB16151,BA6204,上身,下身
AB16151,BA5232,上身,下身
AB16151,BA4837,上身,下身
AB12964,CA2039,上身,下身
AB12964,BA6700,上身,下身
AB12964,CA2105,上身,下身
AB12964,BA6625,上身,下身
AB12964,CA662,上身,下身
AB12964,BA5253,上身,下身
AB12964,CA1880,上身,下身
AB12964,CA2058,上身,下身
AB12964,BA5474,上身,下身
AB12964,BA5070,上身,下身
AB13924,BA5592,上身,下身
AB13924,BA5412,上身,下身
AB13924,BA3864,上身,下身
AB13924,BA6137,上身,下身
AB13924,BA6712,上身,下身
AB13924,BA5783,上身,下身
AB13924,CA1694,上身,下身
AB13924,DA9126,上身,下身
AB13924,BA5784,上身,下身
AB13924,BA4686,上身,下身
AB15004,CA1374,上身,下身
AB15004,DA9160,上身,下身
AB15004,CA1882,上身,下身
AB15004,BA6186,上身,下身
AB15004,CA1970,上身,下身
AB15004,BA6070,上身,下身
AB15004,DA8588,上身,下身
AB15004,BA6369,上身,下身
AB15004,BA2125,上身,下身
AB15004,CA2145,上身,下身
EA3112,BA4837,上身,下身
EA3112,BA3327,上身,下身
EA3112,BA6082,上身,下身
EA3112,CA2011,上身,下身
EA3112,BA5606,上身,下身
EA3112,BA4793,上身,下身
EA3112,BA5665,上身,下身
EA3112,BA2625,上身,下身
EA3112,BA6110,上身,下身
EA3112,BA6534,上身,下身
AB12024,BA6268,上身,下身
AB12024,BA3669,上身,下身
AB12024,BA6406,上身,下身
AB12024,CA2526,上身,下身
AB12024,BA4833,上身,下身
AB12024,CA2158,上身,下身
AB12024,BA4406,上身,下身
AB12024,BA5788,上身,下身
AB12024,DA9059,上身,下身
AB12024,DA9026,上身,下身
AB9965,CA1961,上身,下身
AB9965,BA5177,上身,下身
AB9965,BA5930,上身,下身
AB9965,DA5937,上身,下身
AB9965,BA5721,上身,下身
AB9965,BA5480,上身,下身
AB9965,CA1694,上身,下身
